epidday,Date,PCR_Total,Rapid_total,Rapid_positive,pcr_positive,test_total,positive_total,hospitalised,intensive_cases,deaths,14days_cases,14_days_deaths,incidence,case_fatality_ratio,vaccinated,admited_all,admited_vacc,addmitet_non_vax,death_vaccinated,death_non_vax
705,10.2.2022,8542,21628,3436,3827,30170,7263,6237,608,108,105259,1213,"1521,8429771614","17,5376502845",1845,775,123,652,13,95
706,11.2.2022,8088,19910,2974,3304,27998,6278,6238,601,76,101663,1211,"1469,8517237211","17,5087341258",1507,681,106,575,11,65
707,12.2.2022,8295,25450,3365,3166,33745,6531,6152,618,86,98323,1226,"1421,5617386014","17,7256053164",1597,721,112,609,12,74
708,13.2.2022,5387,13409,1599,2026,18796,3625,6224,627,45,96073,1238,"1389,0310600028","17,8991022689",855,290,38,252,3,42
709,14.2.2022,1439,8622,1084,455,10061,1539,6236,616,45,95010,1244,"1373,6621216248","17,9858507452",338,203,19,184,3,42
710,15.2.2022,6020,29322,4237,1893,35342,6130,5954,605,187,90989,1273,"1315,5261844492","18,4051350471",1390,939,132,807,29,158
711,16.2.2022,8774,20212,2822,3767,28986,6589,5721,601,95,86435,1281,"1249,6840909656","18,5207996822",1590,622,94,528,11,84
712,17.2.2022,6392,18675,2382,2641,25067,5023,5639,594,93,82306,1287,"1189,9866812173","18,6075481584",1270,639,103,536,10,83
713,18.2.2022,6350,18706,2216,2410,25056,4626,5545,588,105,78790,1296,"1139,1520741272","18,7376708728",1163,633,94,539,11,94
714,19.2.2022,6590,22283,2326,2290,28873,4616,5437,588,89,75290,1285,"1088,5487963071","18,5786319997",1120,554,84,470,3,86
715,20.2.2022,4209,12076,1142,1463,16285,2605,5399,580,25,73158,1270,"1057,7241710749","18,361760809",604,201,41,160,2,23
716,21.2.2022,1493,8714,880,355,10207,1235,5402,577,44,72212,1272,"1044,0468279841","18,3906769678",282,160,20,140,4,40
717,22.2.2022,5402,25232,3304,1541,30634,4845,5145,549,143,69045,1239,"998,2580905966","17,9135603483",1114,797,111,686,13,130
718,23.2.2022,6939,16467,1966,2701,23406,4667,4887,544,60,65572,1201,"948,0451809197","17,364153332",1165,490,71,419,5,55
719,24.2.2022,5480,16504,1590,1821,21984,3411,4712,537,53,61720,1146,"892,3526591589","16,5689589662",880,426,71,355,3,50
720,25.2.2022,5040,13109,1310,1544,18149,2854,4542,530,59,58296,1129,"842,8481953714","16,3231716168",759,398,48,350,11,48
721,26.2.2022,5234,18982,1578,1325,24216,2903,4224,500,76,54668,1119,"790,3942833911","16,1785908231",730,367,68,299,6,70
722,27.2.2022,3248,6727,617,851,9975,1468,4233,498,25,52511,1099,"759,2082061745","15,8894292355",389,136,18,118,4,21
723,28.2.2022,1280,5279,518,206,6559,724,4268,503,24,51696,1078,"747,4248714821","15,5858095686",193,138,19,119,2,22
724,01.3.2022,4168,18249,1955,804,22417,2759,3918,473,99,48325,990,"698,6866859017","14,3134985834",702,467,57,410,13,86
725,02.3.2022,4745,13551,1266,1375,18296,2641,3652,461,56,44377,951,"641,6061885206","13,7496334877",726,321,55,266,4,52
726,03.3.2022,4375,14396,1189,1085,18771,2274,3460,447,59,41628,917,"601,8609283128","13,2580587889",574,330,54,276,4,55
727,04.3.2022,2285,6349,484,620,8634,1104,3445,436,20,38106,832,"550,9395727464","12,0291220418",317,112,17,95,1,19
728,05.3.2022,2981,16580,1522,603,19561,2125,3155,420,74,35615,817,"514,9244970179","11,8122508511",600,351,70,281,6,68
729,06.3.2022,3164,7523,594,794,10687,1388,3175,416,21,34398,813,"497,3290144159","11,7544185336",420,163,14,149,3,18
